"Post-
code",Gemeente,Deelgemeente,Provincie,Inwoners,"Facili-
teiten","Vertaling naam
(deel)gemeente"
5310,Éghezée,Branchon,Namur,,,
5310,Éghezée,Dhuy,Namur,,,
5310,Éghezée,Hanret,Namur,,,
5310,Éghezée,Leuze,Namur,,,
5310,Éghezée,Liernu,Namur,,,
5310,Éghezée,Longchamps,Namur,,,
5310,Éghezée,Mehaigne,Namur,,,
5310,Éghezée,Noville-sur-Mehaigne,Namur,,,
5310,Éghezée,Saint-Germain,Namur,,,
5310,Éghezée,Taviers,Namur,,,
5310,Éghezée,Upigny,Namur,,,
5310,Éghezée,Waret-la-Chaussée,Namur,,,
5330,Assesse,Maillen,Namur,,,
5330,Assesse,Sart-Bernard,Namur,,,
5332,Assesse,Crupet,Namur,,,
5333,Assesse,Sorinne-la-Longue,Namur,,,
5334,Assesse,Florée,Namur,,,
5336,Assesse,Courrière,Namur,,,
5340,Gesves,Faulx-les-Tombes,Namur,,,
5340,Gesves,Haltinne,Namur,,,
5340,Gesves,Mozet,Namur,,,
5340,Gesves,Sorée,Namur,,,
5350,Ohey,Evelette,Namur,,,
5351,Ohey,Haillot,Namur,,,
5352,Ohey,Perwez,Namur,,,
5353,Ohey,Goesnes,Namur,,,
5354,Ohey,Jallet,Namur,,,
5360,Hamois,Natoye,Namur,,,
5361,Hamois,Mohiville,Namur,,,
5361,Hamois,Scy,Namur,,,
5362,Hamois,Achet,Namur,,,
5363,Hamois,Emptinne,Namur,,,
5364,Hamois,Schaltin,Namur,,,
5370,Havelange,Barvaux-Condroz,Namur,,,
5370,Havelange,Flostoy,Namur,,,
5370,Havelange,Jeneffe,Namur,,,
5370,Havelange,Porcheresse,Namur,,,
5370,Havelange,Verlée,Namur,,,
5372,Havelange,Méan,Namur,,,
5374,Havelange,Maffe,Namur,,,
5376,Havelange,Miécret,Namur,,,
5377,Somme-Leuze,Baillonville,Namur,,,
5377,Somme-Leuze,Bonsin,Namur,,,
5377,Somme-Leuze,Heure,Namur,,,
5377,Somme-Leuze,Hogne,Namur,,,
5377,Somme-Leuze,Nettinne,Namur,,,
5377,Somme-Leuze,Noiseux,Namur,,,
5377,Somme-Leuze,Sinsin,Namur,,,
5377,Somme-Leuze,Waillet,Namur,,,
5380,Fernelmont,Bierwart,Namur,,,
5380,Fernelmont,Cortil-Wodon,Namur,,,
5380,Fernelmont,Forville,Namur,,,
5380,Fernelmont,Franc-Waret,Namur,,,
5380,Fernelmont,Hemptinne,Namur,,,
5380,Fernelmont,Hingeon,Namur,,,
5380,Fernelmont,Marchovelette,Namur,,,
5380,Fernelmont,Noville-les-Bois,Namur,,,
5380,Fernelmont,Pontillas,Namur,,,
5380,Fernelmont,Tillier,Namur,,,
5500,Dinant,Anseremme,Namur,,,
5500,Dinant,Bouvignes-sur-Meuse,Namur,,,
5500,Dinant,Dréhance,Namur,,,
5500,Dinant,Falmagne,Namur,,,
5500,Dinant,Falmignoul,Namur,,,
5500,Dinant,Furfooz,Namur,,,
5501,Dinant,Lisogne,Namur,,,
5502,Dinant,Thynes,Namur,,,
5503,Dinant,Sorinnes,Namur,,,
5504,Dinant,Foy-Notre-Dame,Namur,,,
5520,Onhaye,Anthée,Namur,,,
5521,Onhaye,Serville,Namur,,,
5522,Onhaye,Falaën,Namur,,,
5523,Onhaye,Sommière,Namur,,,
5523,Onhaye,Weillen,Namur,,,
5524,Onhaye,Gérin,Namur,,,
5530,Yvoir,Dorinne,Namur,,,
5530,Yvoir,Durnal,Namur,,,
5530,Yvoir,Evrehailles,Namur,,,
5530,Yvoir,Godinne,Namur,,,
5530,Yvoir,Houx,Namur,,,
5530,Yvoir,Mont,Namur,,,
5530,Yvoir,Purnode,Namur,,,
5530,Yvoir,Spontin,Namur,,,
5537,Anhée,Annevoie-Rouillon,Namur,,,
5537,Anhée,Bioul,Namur,,,
5537,Anhée,Denée,Namur,,,
5537,Anhée,Haut-le-Wastia,Namur,,,
5537,Anhée,Madredet,Namur,,,
5537,Anhée,Salet,Namur,,,
5537,Anhée,Sosoye,Namur,,,
5537,Anhée,Warnant,Namur,,,
5540,Hastière,Hastière-Lavaux,Namur,,,
5540,Hastière,Hermeton-sur-Meuse,Namur,,,
5540,Hastière,Waulsort,Namur,,,
5541,Hastière,Hastière-par-delà,Namur,,,
5542,Hastière,Blaimont,Namur,,,
5543,Hastière,Heer,Namur,,,
5544,Hastière,Agimont,Namur,,,
5550,Vresse-sur-Semois,Alle,Namur,,,
5550,Vresse-sur-Semois,Bagimont,Namur,,,
5550,Vresse-sur-Semois,Bohan,Namur,,,
5550,Vresse-sur-Semois,Chairière,Namur,,,
5550,Vresse-sur-Semois,Laforêt,Namur,,,
5550,Vresse-sur-Semois,Membre,Namur,,,
5550,Vresse-sur-Semois,Mouzaive,Namur,,,
5550,Vresse-sur-Semois,Nafraiture,Namur,,,
5550,Vresse-sur-Semois,Orchimont,Namur,,,
5550,Vresse-sur-Semois,Pussemange,Namur,,,
5550,Vresse-sur-Semois,Sugny,Namur,,,
5550,Vresse-sur-Semois,Vresse,Namur,,,
5555,Bièvre,Baillamont,Namur,,,
5555,Bièvre,Bellefontaine,Namur,,,
5555,Bièvre,Cornimont,Namur,,,
5555,Bièvre,Graide,Namur,,,
5555,Bièvre,Gros-Fays,Namur,,,
5555,Bièvre,Monceau-en-Ardenne,Namur,,,
5555,Bièvre,Naomé,Namur,,,
5555,Bièvre,Oizy,Namur,,,
5555,Bièvre,Petit-Fays,Namur,,,
5560,Houyet,Ciergnon,Namur,,,
5560,Houyet,Finnevaux,Namur,,,
5560,Houyet,Hulsonniaux,Namur,,,
5560,Houyet,Mesnil-Église,Namur,,,
5560,Houyet,Mesnil-Saint-Blaise,Namur,,,
5561,Houyet,Celles,Namur,,,
5562,Houyet,Custinne,Namur,,,
5563,Houyet,Hour,Namur,,,
5564,Houyet,Wanlin,Namur,,,
5570,Beauraing,Baronville,Namur,,,
5570,Beauraing,Dion,Namur,,,
5570,Beauraing,Felenne,Namur,,,
5570,Beauraing,Feschaux,Namur,,,
5570,Beauraing,Honnay,Namur,,,
5570,Beauraing,Javingue,Namur,,,
5570,Beauraing,Vonêche,Namur,,,
5570,Beauraing,Wancennes,Namur,,,
5570,Beauraing,Winenne,Namur,,,
5571,Beauraing,Wiesme,Namur,,,
5572,Beauraing,Focant,Namur,,,
5573,Beauraing,Martouzin-Neuville,Namur,,,
5574,Beauraing,Pondrôme,Namur,,,
5575,Gedinne,Bourseigne-Neuve,Namur,,,
5575,Gedinne,Bourseigne-Vieille,Namur,,,
5575,Gedinne,Houdremont,Namur,,,
5575,Gedinne,Louette-Saint-Denis,Namur,,,
5575,Gedinne,Louette-Saint-Pierre,Namur,,,
5575,Gedinne,Malvoisin,Namur,,,
5575,Gedinne,Patignies,Namur,,,
5575,Gedinne,Rienne,Namur,,,
5575,Gedinne,Sart-Custinne,Namur,,,
5575,Gedinne,Vencimont,Namur,,,
5575,Gedinne,Willerzie,Namur,,,
5576,Beauraing,Froidfontaine,Namur,,,
5580,Rochefort,Ave-et-Auffe,Namur,,,
5580,Rochefort,Buissonville,Namur,,,
5580,Rochefort,Eprave,Namur,,,
5580,Rochefort,Han-sur-Lesse,Namur,,,
5580,Rochefort,Jemelle,Namur,,,
5580,Rochefort,Lavaux-Sainte-Anne,Namur,,,
5580,Rochefort,Lessive,Namur,,,
5580,Rochefort,Mont-Gauthier,Namur,,,
5580,Rochefort,Villers-sur-Lesse,Namur,,,
5580,Rochefort,Wavreille,Namur,,,
5590,Ciney,Achêne,Namur,,,
5590,Ciney,Braibant,Namur,,,
5590,Ciney,Chevetogne,Namur,,,
5590,Ciney,Conneux,Namur,,,
5590,Ciney,Leignon,Namur,,,
5590,Ciney,Pessoux,Namur,,,
5590,Ciney,Serinchamps,Namur,,,
5590,Ciney,Sovet,Namur,,,
5600,Philippeville,Fagnolle,Namur,,,
5600,Philippeville,Franchimont,Namur,,,
5600,Philippeville,Jamagne,Namur,,,
5600,Philippeville,Jamiolle,Namur,,,
5600,Philippeville,Merlemont,Namur,,,
5600,Philippeville,Neuville,Namur,,,
5600,Philippeville,Omezée,Namur,,,
5600,Philippeville,Roly,Namur,,,
5600,Philippeville,Romedenne,Namur,,,
5600,Philippeville,Samart,Namur,,,
5600,Philippeville,Sart-en-Fagne,Namur,,,
5600,Philippeville,Sautour,Namur,,,
5600,Philippeville,Surice,Namur,,,
5600,Philippeville,Villers-en-Fagne,Namur,,,
5600,Philippeville,Villers-le-Gambon,Namur,,,
5600,Philippeville,Vodecée,Namur,,,
5620,Florennes,Corenne,Namur,,,
5620,Florennes,Flavion,Namur,,,
5620,Florennes,Hemptinne,Namur,,,
5620,Florennes,Morville,Namur,,,
5620,Florennes,Rosée,Namur,,,
5620,Florennes,Saint-Aubin,Namur,,,
5621,Florennes,Hanzinelle,Namur,,,
5621,Florennes,Hanzinne,Namur,,,
5621,Florennes,Morialmé,Namur,,,
5621,Florennes,Thy-le-Bauduin,Namur,,,
5630,Cerfontaine,Daussois,Namur,,,
5630,Cerfontaine,Senzeille,Namur,,,
5630,Cerfontaine,Silenrieux,Namur,,,
5630,Cerfontaine,Soumoy,Namur,,,
5630,Cerfontaine,Villers-Deux-Églises,Namur,,,
5640,Mettet,Biesme,Namur,,,
5640,Mettet,Biesmerée,Namur,,,
5640,Mettet,Graux,Namur,,,
5640,Mettet,Oret,Namur,,,
5640,Mettet,Saint-Gérard,Namur,,,
5641,Mettet,Furnaux,Namur,,,
5644,Mettet,Ermeton-sur-Biert,Namur,,,
5646,Mettet,Stave,Namur,,,
5650,Walcourt,Castillon,Namur,,,
5650,Walcourt,Chastrès,Namur,,,
5650,Walcourt,Clermont,Namur,,,
5650,Walcourt,Fontenelle,Namur,,,
5650,Walcourt,Fraire,Namur,,,
5650,Walcourt,Pry,Namur,,,
5650,Walcourt,Vogenée,Namur,,,
5650,Walcourt,Yves-Gomezée,Namur,,,
5651,Walcourt,Berzée,Namur,,,
5651,Walcourt,Gourdinne,Namur,,,
5651,Walcourt,Laneffe,Namur,,,
5651,Walcourt,Rognée,Namur,,,
5651,Walcourt,Somzée,Namur,,,
5651,Walcourt,Tarcienne,Namur,,,
5651,Walcourt,Thy-le-Château,Namur,,,
5660,Couvin,Aublain,Namur,,,
5660,Couvin,Boussu-en-Fagne,Namur,,,
5660,Couvin,Brûly,Namur,,,
5660,Couvin,Brûly-de-Pesche,Namur,,,
5660,Couvin,Cul-des-Sarts,Namur,,,
5660,Couvin,Dailly,Namur,,,
5660,Couvin,Frasnes,Namur,,,
5660,Couvin,Gonrieux,Namur,,,
5660,Couvin,Mariembourg,Namur,,,
5660,Couvin,Pesche,Namur,,,
5660,Couvin,Petigny,Namur,,,
5660,Couvin,Petite-Chapelle,Namur,,,
5660,Couvin,Presgaux,Namur,,,
5670,Viroinval,Dourbes,Namur,,,
5670,Viroinval,Le Mesnil,Namur,,,
5670,Viroinval,Mazée,Namur,,,
5670,Viroinval,Nismes,Namur,,,
5670,Viroinval,Oignies-en-Thiérache,Namur,,,
5670,Viroinval,Olloy-sur-Viroin,Namur,,,
5670,Viroinval,Treignes,Namur,,,
5670,Viroinval,Vierves-sur-Viroin,Namur,,,
5680,Doische,Gimnée,Namur,,,
5680,Doische,Gochenée,Namur,,,
5680,Doische,Matagne-la-Grande,Namur,,,
5680,Doische,Matagne-la-Petite,Namur,,,
5680,Doische,Niverlée,Namur,,,
5680,Doische,Romerée,Namur,,,
5680,Doische,Soulme,Namur,,,
5680,Doische,Vaucelles,Namur,,,
5680,Doische,Vodelée,Namur,,,
6001,Charleroi,Marcinelle,Hainaut,,,
6010,Charleroi,Couillet,Hainaut,,,
6020,Charleroi,Dampremy,Hainaut,,,
6030,Charleroi,Goutroux,Hainaut,,,
6030,Charleroi,Marchienne-au-Pont,Hainaut,,,
6031,Charleroi,Monceau-sur-Sambre,Hainaut,,,
6032,Charleroi,Mont-sur-Marchienne,Hainaut,,,
6040,Charleroi,Jumet,Hainaut,,,
6041,Charleroi,Gosselies,Hainaut,,,
6042,Charleroi,Lodelinsart,Hainaut,,,
6043,Charleroi,Ransart,Hainaut,,,
6044,Charleroi,Roux,Hainaut,,,
6060,Charleroi,Gilly,Hainaut,,,
6061,Charleroi,Montignies-sur-Sambre,Hainaut,,,
6111,Montigny-le-Tilleul,Landelies,Hainaut,,,
6120,Ham-sur-Heure-Nalinnes,Cour-sur-Heure,Hainaut,,,
6120,Ham-sur-Heure-Nalinnes,Ham-sur-Heure,Hainaut,,,
6120,Ham-sur-Heure-Nalinnes,Jamioulx,Hainaut,,,
6120,Ham-sur-Heure-Nalinnes,Marbaix,Hainaut,,,
6120,Ham-sur-Heure-Nalinnes,Nalinnes,Hainaut,,,
6141,Fontaine-l'Évêque,Forchies-la-Marche,Hainaut,,,
6142,Fontaine-l'Évêque,Leernes,Hainaut,,,
6181,Courcelles,Gouy-lez-Piéton,Hainaut,,,
6182,Courcelles,Souvret,Hainaut,,,
6183,Courcelles,Trazegnies,Hainaut,,,
6200,Châtelet,Bouffioulx,Hainaut,,,
6200,Châtelet,Châtelineau,Hainaut,,,
6210,Les Bons Villers,Frasnes-lez-Gosselies,Hainaut,,,
6210,Les Bons Villers,Rèves,Hainaut,,,
6210,Les Bons Villers,Villers-Perwin,Hainaut,,,
6210,Les Bons Villers,Wayaux,Hainaut,,,
6211,Les Bons Villers,Mellet,Hainaut,,,
6220,Fleurus,Heppignies,Hainaut,,,
6220,Fleurus,Lambusart,Hainaut,,,
6220,Fleurus,Wangenies,Hainaut,,,
6221,Fleurus,Saint-Amand,Hainaut,,,
6222,Fleurus,Brye,Hainaut,,,
6223,Fleurus,Wagnelée,Hainaut,,,
6224,Fleurus,Wanfercée-Baulet,Hainaut,,,
6230,Pont-à-Celles,Buzet,Hainaut,,,
6230,Pont-à-Celles,Obaix,Hainaut,,,
6230,Pont-à-Celles,Thiméon,Hainaut,,,
6230,Pont-à-Celles,Viesville,Hainaut,,,
6238,Pont-à-Celles,Liberchies,Hainaut,,,
6238,Pont-à-Celles,Luttre,Hainaut,,,
6240,Farciennes,Pironchamps,Hainaut,,,
6250,Aiseau-Presles,Aiseau,Hainaut,,,
6250,Aiseau-Presles,Pont-de-Loup,Hainaut,,,
6250,Aiseau-Presles,Presles,Hainaut,,,
6250,Aiseau-Presles,Roselies,Hainaut,,,
6280,Gerpinnes,Acoz,Hainaut,,,
6280,Gerpinnes,Gougnies,Hainaut,,,
6280,Gerpinnes,Joncret,Hainaut,,,
6280,Gerpinnes,Loverval,Hainaut,,,
6280,Gerpinnes,Villers-Poterie,Hainaut,,,
6440,Froidchapelle,Boussu-lez-Walcourt,Hainaut,,,
6440,Froidchapelle,Fourbechies,Hainaut,,,
6440,Froidchapelle,Vergnies,Hainaut,,,
6441,Froidchapelle,Erpion,Hainaut,,,
6460,Chimay,Bailièvre,Hainaut,,,
6460,Chimay,Robechies,Hainaut,,,
6460,Chimay,Saint-Remy,Hainaut,,,
6460,Chimay,Salles,Hainaut,,,
6460,Chimay,Villers-la-Tour,Hainaut,,,
6461,Chimay,Virelles,Hainaut,,,
6462,Chimay,Vaulx,Hainaut,,,
6463,Chimay,Lompret,Hainaut,,,
6464,Chimay,Baileux,Hainaut,,,
6464,Chimay,Bourlers,Hainaut,,,
6464,Chimay,Forges,Hainaut,,,
6464,Chimay,L'Escaillère,Hainaut,,,
6464,Chimay,Rièzes,Hainaut,,,
6470,Sivry-Rance,Grandrieu,Hainaut,,,
6470,Sivry-Rance,Montbliart,Hainaut,,,
6470,Sivry-Rance,Rance,Hainaut,,,
6470,Sivry-Rance,Sautin,Hainaut,,,
6470,Sivry-Rance,Sivry,Hainaut,,,
6500,Beaumont,Barbençon,Hainaut,,,
6500,Beaumont,Leugnies,Hainaut,,,
6500,Beaumont,Leval-Chaudeville,Hainaut,,,
6500,Beaumont,Renlies,Hainaut,,,
6500,Beaumont,Solre-Saint-Géry,Hainaut,,,
6500,Beaumont,Thirimont,Hainaut,,,
6511,Beaumont,Strée,Hainaut,,,
6530,Thuin,Leers-et-Fosteau,Hainaut,,,
6531,Thuin,Biesme-sous-Thuin,Hainaut,,,
6532,Thuin,Ragnies,Hainaut,,,
6533,Thuin,Biercée,Hainaut,,,
6534,Thuin,Gozeé,Hainaut,,,
6536,Thuin,Donstiennes,Hainaut,,,
6536,Thuin,Thuillies,Hainaut,,,
6540,Lobbes,Mont-Sainte-Geneviève,Hainaut,,,
6542,Lobbes,Sars-la-Buissière,Hainaut,,,
6543,Lobbes,Bienne-lez-Happart,Hainaut,,,
6560,Erquelinnes,Bersillies-L'Abbaye,Hainaut,,,
6560,Erquelinnes,Grand-Reng,Hainaut,,,
6560,Erquelinnes,Hantes-Wihéries,Hainaut,,,
6560,Erquelinnes,Montignies-Saint-Christophe,Hainaut,,,
6560,Erquelinnes,Solre-sur-Sambre,Hainaut,,,
6567,Merbes-le-Château,Fontaine-Valmont,Hainaut,,,
6567,Merbes-le-Château,Labuissière,Hainaut,,,
6567,Merbes-le-Château,Merbes-Sainte-Marie,Hainaut,,,
6591,Momignies,Macon,Hainaut,,,
6592,Momignies,Monceau-Imbrechies,Hainaut,,,
6593,Momignies,Macquenoise,Hainaut,,,
6594,Momignies,Beauwelz,Hainaut,,,
6596,Momignies,Forge-Philippe,Hainaut,,,
6596,Momignies,Seloignes,Hainaut,,,
6600,Bastogne,Longvilly,Luxembourg,,,
6600,Bastogne,Noville,Luxembourg,,,
6600,Bastogne,Villers-la-Bonne-Eau,Luxembourg,,,
6600,Bastogne,Wardin,Luxembourg,,,
6637,Fauvillers,Hollange,Luxembourg,,,
6637,Fauvillers,Tintange,Luxembourg,,,
6640,Vaux-sur-Sûre,Hompré,Luxembourg,,,
6640,Vaux-sur-Sûre,Morhet,Luxembourg,,,
6640,Vaux-sur-Sûre,Nives,Luxembourg,,,
6640,Vaux-sur-Sûre,Sibret,Luxembourg,,,
6640,Vaux-sur-Sûre,Vaux-lez-Rosières,Luxembourg,,,
6642,Vaux-sur-Sûre,Juseret,Luxembourg,,,
6660,Houffalize,Nadrin,Luxembourg,,,
6661,Houffalize,Mont,Luxembourg,,,
6661,Houffalize,Tailles,Luxembourg,,,
6662,Houffalize,Tavigny,Luxembourg,,,
6663,Houffalize,Mabompré,Luxembourg,,,
6666,Houffalize,Wibrin,Luxembourg,,,
6670,Gouvy,Limerlé,Luxembourg,,,
6671,Gouvy,Bovigny,Luxembourg,,,
6672,Gouvy,Beho,Luxembourg,,,
6673,Gouvy,Cherain,Luxembourg,,,
6674,Gouvy,Montleban,Luxembourg,,,
6680,Sainte-Ode,Amberloup,Luxembourg,,,
6680,Sainte-Ode,Tillet,Luxembourg,,,
6681,Sainte-Ode,Lavacherie,Luxembourg,,,
6686,Bertogne,Flamierge,Luxembourg,,,
6688,Bertogne,Longchamps,Luxembourg,,,
6690,Vielsalm,Bihain,Luxembourg,,,
6692,Vielsalm,Petit-Thier,Luxembourg,,,
6698,Vielsalm,Grand-Halleux,Luxembourg,,,
6700,Arlon,Bonnert,Luxembourg,,,
6700,Arlon,Heinsch,Luxembourg,,,
6700,Arlon,Toernich,Luxembourg,,,
6704,Arlon,Guirsch,Luxembourg,,,
6706,Arlon,Autelbas,Luxembourg,,,
6717,Attert,Nobressart,Luxembourg,,,
6717,Attert,Nothomb,Luxembourg,,,
6717,Attert,Thiaumont,Luxembourg,,,
6717,Attert,Tontelange,Luxembourg,,,
6720,Habay,Habay-la-Neuve,Luxembourg,,,
6720,Habay,Hachy,Luxembourg,,,
6721,Habay,Anlier,Luxembourg,,,
6723,Habay,Habay-la-Vieille,Luxembourg,,,
6724,Habay,Houdemont,Luxembourg,,,
6724,Habay,Rulles,Luxembourg,,,
6730,Tintigny,Bellefontaine,Luxembourg,,,
6730,Tintigny,Rossignol,Luxembourg,,,
6730,Tintigny,Saint-Vincent,Luxembourg,,,
6740,Étalle,Sainte-Marie,Luxembourg,,,
6740,Étalle,Villers-sur-Semois,Luxembourg,,,
6741,Étalle,Vance,Luxembourg,,,
6742,Étalle,Chantemelle,Luxembourg,,,
6743,Étalle,Buzenol,Luxembourg,,,
6747,Saint-Léger,Châtillon,Luxembourg,,,
6747,Saint-Léger,Meix-le-Tige,Luxembourg,,,
6750,Musson,Mussy-la-Ville,Luxembourg,,,
6760,Virton,Bleid,Luxembourg,,,
6760,Virton,Ethe,Luxembourg,,,
6760,Virton,Ruette,Luxembourg,,,
6761,Virton,Latour,Luxembourg,,,
6762,Virton,Saint-Mard,Luxembourg,,,
6767,Rouvroy,Dampicourt,Luxembourg,,,
6767,Rouvroy,Harnoncourt,Luxembourg,,,
6767,Rouvroy,Lamorteau,Luxembourg,,,
6767,Rouvroy,Torgny,Luxembourg,,,
6769,Meix-devant-Virton,Gérouville,Luxembourg,,,
6769,Meix-devant-Virton,Robelmont,Luxembourg,,,
6769,Meix-devant-Virton,Sommethonne,Luxembourg,,,
6769,Meix-devant-Virton,Villers-la-Loue,Luxembourg,,,
6780,Messancy,Hondelange,Luxembourg,,,
6780,Messancy,Wolkrange,Luxembourg,,,
6781,Messancy,Sélange,Luxembourg,,,
6782,Messancy,Habergy,Luxembourg,,,
6791,Aubange,Athus,Luxembourg,,,
6792,Aubange,Halanzy,Luxembourg,,,
6792,Aubange,Rachecourt,Luxembourg,,,
6800,Libramont-Chevigny,Bras,Luxembourg,,,
6800,Libramont-Chevigny,Freux,Luxembourg,,,
6800,Libramont-Chevigny,Libramont,Luxembourg,,,
6800,Libramont-Chevigny,Moircy,Luxembourg,,,
6800,Libramont-Chevigny,Recogne,Luxembourg,,,
6800,Libramont-Chevigny,Remagne,Luxembourg,,,
6800,Libramont-Chevigny,Sainte-Marie-Chevigny,Luxembourg,,,
6800,Libramont-Chevigny,Saint-Pierre,Luxembourg,,,
6810,Chiny,Izel,Luxembourg,,,
6810,Chiny,Jamoigne,Luxembourg,,,
6811,Chiny,Les Bulles,Luxembourg,,,
6812,Chiny,Suxy,Luxembourg,,,
6813,Chiny,Termes,Luxembourg,,,
6820,Florenville,Fontenoille,Luxembourg,,,
6820,Florenville,Muno,Luxembourg,,,
6820,Florenville,Sainte-Cécile,Luxembourg,,,
6821,Florenville,Lacuisine,Luxembourg,,,
6823,Florenville,Villers-devant-Orval,Luxembourg,,,
6824,Florenville,Chassepierre,Luxembourg,,,
6830,Bouillon,Les Hayons,Luxembourg,,,
6830,Bouillon,Poupehan,Luxembourg,,,
6830,Bouillon,Rochehaut,Luxembourg,,,
6831,Bouillon,Noirefontaine,Luxembourg,,,
6832,Bouillon,Sensenruth,Luxembourg,,,
6833,Bouillon,Ucimont,Luxembourg,,,
6833,Bouillon,Vivy,Luxembourg,,,
6834,Bouillon,Bellevaux,Luxembourg,,,
6836,Bouillon,Dohan,Luxembourg,,,
6838,Bouillon,Corbion,Luxembourg,,,
6840,Neufchâteau,Grandvoir,Luxembourg,,,
6840,Neufchâteau,Grapfontaine,Luxembourg,,,
6840,Neufchâteau,Hamipré,Luxembourg,,,
6840,Neufchâteau,Longlier,Luxembourg,,,
6840,Neufchâteau,Tournay,Luxembourg,,,
6850,Paliseul,Carlsbourg,Luxembourg,,,
6850,Paliseul,Offagne,Luxembourg,,,
6851,Paliseul,Nollevaux,Luxembourg,,,
6852,Paliseul,Maissin,Luxembourg,,,
6852,Paliseul,Opont,Luxembourg,,,
6853,Paliseul,Framont,Luxembourg,,,
6856,Paliseul,Fays-les-Veneurs,Luxembourg,,,
6860,Léglise,Assenois,Luxembourg,,,
6860,Léglise,Ebly,Luxembourg,,,
6860,Léglise,Mellier,Luxembourg,,,
6860,Léglise,Witry,Luxembourg,,,
6870,Saint-Hubert,Arville,Luxembourg,,,
6870,Saint-Hubert,Awenne,Luxembourg,,,
6870,Saint-Hubert,Hatrival,Luxembourg,,,
6870,Saint-Hubert,Mirwart,Luxembourg,,,
6870,Saint-Hubert,Vesqueville,Luxembourg,,,
6880,Bertrix,Auby-sur-Semois,Luxembourg,,,
6880,Bertrix,Cugnon,Luxembourg,,,
6880,Bertrix,Jehonville,Luxembourg,,,
6880,Bertrix,Orgeo,Luxembourg,,,
6887,Herbeumont,Saint-Médard,Luxembourg,,,
6887,Herbeumont,Straimont,Luxembourg,,,
6890,Libin,Anloy,Luxembourg,,,
6890,Libin,Ochamps,Luxembourg,,,
6890,Libin,Redu,Luxembourg,,,
6890,Libin,Smuid,Luxembourg,,,
6890,Libin,Transinne,Luxembourg,,,
6890,Libin,Villance,Luxembourg,,,
6900,Marche-en-Famenne,Aye,Luxembourg,,,
6900,Marche-en-Famenne,Hargimont,Luxembourg,,,
6900,Marche-en-Famenne,Humain,Luxembourg,,,
6900,Marche-en-Famenne,On,Luxembourg,,,
6900,Marche-en-Famenne,Roy,Luxembourg,,,
6900,Marche-en-Famenne,Waha,Luxembourg,,,
6920,Wellin,Sohier,Luxembourg,,,
6921,Wellin,Chanly,Luxembourg,,,
6922,Wellin,Halma,Luxembourg,,,
6924,Wellin,Lomprez,Luxembourg,,,
6927,Tellin,Bure,Luxembourg,,,
6927,Tellin,Grupont,Luxembourg,,,
6927,Tellin,Resteigne,Luxembourg,,,
6929,Daverdisse,Gembes,Luxembourg,,,
6929,Daverdisse,Haut-Fays,Luxembourg,,,
6929,Daverdisse,Porcheresse,Luxembourg,,,
6940,Durbuy,Barvaux,Luxembourg,,,
6940,Durbuy,Grandhan,Luxembourg,,,
6940,Durbuy,Septon,Luxembourg,,,
6940,Durbuy,Wéris,Luxembourg,,,
6941,Durbuy,Bende,Luxembourg,,,
6941,Durbuy,Bomal,Luxembourg,,,
6941,Durbuy,Borlon,Luxembourg,,,
6941,Durbuy,Heyd,Luxembourg,,,
6941,Durbuy,Izier,Luxembourg,,,
6941,Durbuy,Tohogne,Luxembourg,,,
6941,Durbuy,Villers-Sainte-Gertrude,Luxembourg,,,
6950,Nassogne,Harsin,Luxembourg,,,
6951,Nassogne,Bande,Luxembourg,,,
6952,Nassogne,Grune,Luxembourg,,,
6953,Nassogne,Ambly,Luxembourg,,,
6953,Nassogne,Forrières,Luxembourg,,,
6953,Nassogne,Lesterny,Luxembourg,,,
6953,Nassogne,Masbourg,Luxembourg,,,
6960,Manhay,Dochamps,Luxembourg,,,
6960,Manhay,Grandmenil,Luxembourg,,,
6960,Manhay,Harre,Luxembourg,,,
6960,Manhay,Malempré,Luxembourg,,,
6960,Manhay,Odeigne,Luxembourg,,,
6960,Manhay,Vaux-Chavanne,Luxembourg,,,
6971,Tenneville,Champlon,Luxembourg,,,
6972,Tenneville,Erneuville,Luxembourg,,,
6980,La Roche-en-Ardenne,Beausaint,Luxembourg,,,
6982,La Roche-en-Ardenne,Samrée,Luxembourg,,,
6983,La Roche-en-Ardenne,Ortho,Luxembourg,,,
6984,La Roche-en-Ardenne,Hives,Luxembourg,,,
6986,La Roche-en-Ardenne,Halleux,Luxembourg,,,
6987,Rendeux,Beffe,Luxembourg,,,
6987,Rendeux,Hodister,Luxembourg,,,
6987,Rendeux,Marcourt,Luxembourg,,,
6990,Hotton,Fronville,Luxembourg,,,
6990,Hotton,Hampteau,Luxembourg,,,
6990,Hotton,Marenne,Luxembourg,,,
6997,Érezée,Amonines,Luxembourg,,,
6997,Érezée,Mormont,Luxembourg,,,
6997,Érezée,Soy,Luxembourg,,,
7011,Mons,Ghlin,Hainaut,,,
7012,Mons,Flénu,Hainaut,,,
7012,Mons,Jemappes,Hainaut,,,
7020,Mons,Maisières,Hainaut,,,
7020,Mons,Nimy,Hainaut,,,
7021,Mons,Havré,Hainaut,,,
7022,Mons,Harmignies,Hainaut,,,
7022,Mons,Harveng,Hainaut,,,
7022,Mons,Hyon,Hainaut,,,
7022,Mons,Mesvin,Hainaut,,,
